# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 0 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'x', 'edge_index', 'y'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5629 PR 0.1808 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4859 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 138: test-all ROC 0.6618 PR 0.2722 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5803 | tau+ 0.500 | veto 10059
[OUTPOST-v4] epoch 139: test-all ROC 0.6619 PR 0.2725 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 10089
[OUTPOST-v4] epoch 140: test-all ROC 0.6619 PR 0.2730 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 9973
[OUTPOST-v4] epoch 141: test-all ROC 0.6620 PR 0.2734 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5794 | tau+ 0.500 | veto 9863
[OUTPOST-v4] epoch 142: test-all ROC 0.6620 PR 0.2737 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5798 | tau+ 0.500 | veto 9778
[OUTPOST-v4] epoch 143: test-all ROC 0.6621 PR 0.2742 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5802 | tau+ 0.500 | veto 9834
[OUTPOST-v4] epoch 144: test-all ROC 0.6622 PR 0.2746 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5803 | tau+ 0.500 | veto 9729
[OUTPOST-v4] epoch 145: test-all ROC 0.6624 PR 0.2751 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5801 | tau+ 0.500 | veto 9526
[OUTPOST-v4] epoch 146: test-all ROC 0.6625 PR 0.2754 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5798 | tau+ 0.500 | veto 9555
[OUTPOST-v4] epoch 147: test-all ROC 0.6627 PR 0.2758 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 9694
[OUTPOST-v4] epoch 148: test-all ROC 0.6628 PR 0.2762 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5791 | tau+ 0.500 | veto 9864
[OUTPOST-v4] epoch 149: test-all ROC 0.6630 PR 0.2765 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5786 | tau+ 0.500 | veto 10025
[OUTPOST-v4] epoch 150: test-all ROC 0.6632 PR 0.2769 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5787 | tau+ 0.500 | veto 9999
[OUTPOST-v4] epoch 151: test-all ROC 0.6634 PR 0.2773 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5795 | tau+ 0.500 | veto 9761
[OUTPOST-v4] epoch 152: test-all ROC 0.6637 PR 0.2776 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5798 | tau+ 0.500 | veto 9854
[OUTPOST-v4] epoch 153: test-all ROC 0.6638 PR 0.2780 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5803 | tau+ 0.500 | veto 9775
[OUTPOST-v4] epoch 154: test-all ROC 0.6640 PR 0.2783 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5800 | tau+ 0.500 | veto 9709
[OUTPOST-v4] epoch 155: test-all ROC 0.6642 PR 0.2786 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5797 | tau+ 0.500 | veto 9602
[OUTPOST-v4] epoch 156: test-all ROC 0.6645 PR 0.2789 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5798 | tau+ 0.500 | veto 9532
[OUTPOST-v4] epoch 157: test-all ROC 0.6650 PR 0.2793 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5814 | tau+ 0.500 | veto 9648
[OUTPOST-v4] epoch 158: test-all ROC 0.6655 PR 0.2798 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5819 | tau+ 0.500 | veto 9747
[OUTPOST-v4] epoch 159: test-all ROC 0.6661 PR 0.2803 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5821 | tau+ 0.500 | veto 9800
[OUTPOST-v4] epoch 160: test-all ROC 0.6667 PR 0.2808 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5822 | tau+ 0.500 | veto 9963
[OUTPOST-v4] epoch 161: test-all ROC 0.6672 PR 0.2813 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5828 | tau+ 0.500 | veto 9736
[OUTPOST-v4] epoch 162: test-all ROC 0.6679 PR 0.2818 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5835 | tau+ 0.500 | veto 9751
[OUTPOST-v4] epoch 163: test-all ROC 0.6685 PR 0.2823 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5843 | tau+ 0.500 | veto 9569
[OUTPOST-v4] epoch 164: test-all ROC 0.6691 PR 0.2828 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5849 | tau+ 0.500 | veto 9589
[OUTPOST-v4] epoch 165: test-all ROC 0.6697 PR 0.2833 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5855 | tau+ 0.500 | veto 9724
[OUTPOST-v4] epoch 166: test-all ROC 0.6702 PR 0.2837 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5863 | tau+ 0.500 | veto 9687
[OUTPOST-v4] epoch 167: test-all ROC 0.6707 PR 0.2842 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5869 | tau+ 0.500 | veto 9952
[OUTPOST-v4] epoch 168: test-all ROC 0.6713 PR 0.2847 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5879 | tau+ 0.500 | veto 9876
[OUTPOST-v4] epoch 169: test-all ROC 0.6720 PR 0.2852 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5890 | tau+ 0.500 | veto 9774
[OUTPOST-v4] epoch 170: test-all ROC 0.6728 PR 0.2858 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5895 | tau+ 0.500 | veto 9666
[OUTPOST-v4] epoch 171: test-all ROC 0.6736 PR 0.2864 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5898 | tau+ 0.500 | veto 9712
[OUTPOST-v4] epoch 172: test-all ROC 0.6744 PR 0.2871 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5907 | tau+ 0.500 | veto 9559
[OUTPOST-v4] epoch 173: test-all ROC 0.6753 PR 0.2878 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5909 | tau+ 0.500 | veto 9564
[OUTPOST-v4] epoch 174: test-all ROC 0.6762 PR 0.2885 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5920 | tau+ 0.500 | veto 9488
[OUTPOST-v4] epoch 175: test-all ROC 0.6773 PR 0.2893 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5940 | tau+ 0.500 | veto 9463
[OUTPOST-v4] epoch 176: test-all ROC 0.6784 PR 0.2901 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5947 | tau+ 0.500 | veto 9517
[OUTPOST-v4] epoch 177: test-all ROC 0.6795 PR 0.2910 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5963 | tau+ 0.500 | veto 9540
[OUTPOST-v4] epoch 178: test-all ROC 0.6807 PR 0.2919 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5975 | tau+ 0.500 | veto 9581
[OUTPOST-v4] epoch 179: test-all ROC 0.6820 PR 0.2928 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5985 | tau+ 0.500 | veto 9624
[OUTPOST-v4] epoch 180: test-all ROC 0.6831 PR 0.2937 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5997 | tau+ 0.500 | veto 9601
[OUTPOST-v4] epoch 181: test-all ROC 0.6842 PR 0.2946 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6007 | tau+ 0.500 | veto 9663
[OUTPOST-v4] epoch 182: test-all ROC 0.6852 PR 0.2953 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6017 | tau+ 0.500 | veto 9563
[OUTPOST-v4] epoch 183: test-all ROC 0.6862 PR 0.2962 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6035 | tau+ 0.500 | veto 9487
[OUTPOST-v4] epoch 184: test-all ROC 0.6872 PR 0.2970 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6047 | tau+ 0.500 | veto 9443
[OUTPOST-v4] epoch 185: test-all ROC 0.6882 PR 0.2978 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6054 | tau+ 0.500 | veto 9408
[OUTPOST-v4] epoch 186: test-all ROC 0.6893 PR 0.2987 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6071 | tau+ 0.500 | veto 9490
[OUTPOST-v4] epoch 187: test-all ROC 0.6904 PR 0.2996 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6091 | tau+ 0.500 | veto 9605
[OUTPOST-v4] epoch 188: test-all ROC 0.6916 PR 0.3006 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6108 | tau+ 0.500 | veto 9686
[OUTPOST-v4] epoch 189: test-all ROC 0.6930 PR 0.3017 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6118 | tau+ 0.500 | veto 9815
[OUTPOST-v4] epoch 190: test-all ROC 0.6943 PR 0.3028 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6134 | tau+ 0.500 | veto 9813
[OUTPOST-v4] epoch 191: test-all ROC 0.6957 PR 0.3039 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6145 | tau+ 0.500 | veto 9709
[OUTPOST-v4] epoch 192: test-all ROC 0.6972 PR 0.3050 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6152 | tau+ 0.500 | veto 9616
[OUTPOST-v4] epoch 193: test-all ROC 0.6988 PR 0.3063 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6176 | tau+ 0.500 | veto 9736
[OUTPOST-v4] epoch 194: test-all ROC 0.7005 PR 0.3076 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6190 | tau+ 0.500 | veto 9539
[OUTPOST-v4] epoch 195: test-all ROC 0.7021 PR 0.3089 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6202 | tau+ 0.500 | veto 9600
[OUTPOST-v4] epoch 196: test-all ROC 0.7036 PR 0.3101 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6213 | tau+ 0.500 | veto 9513
[OUTPOST-v4] epoch 197: test-all ROC 0.7051 PR 0.3114 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6216 | tau+ 0.500 | veto 9519
[OUTPOST-v4] epoch 198: test-all ROC 0.7064 PR 0.3125 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6230 | tau+ 0.500 | veto 9464
[OUTPOST-v4] epoch 199: test-all ROC 0.7077 PR 0.3137 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6239 | tau+ 0.500 | veto 9575
[OUTPOST-v4] epoch 200: test-all ROC 0.7091 PR 0.3149 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6257 | tau+ 0.500 | veto 9594
[OUTPOST-v4] epoch 201: test-all ROC 0.7104 PR 0.3162 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6270 | tau+ 0.500 | veto 9450
[OUTPOST-v4] epoch 202: test-all ROC 0.7117 PR 0.3173 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6285 | tau+ 0.500 | veto 9454
[OUTPOST-v4] epoch 203: test-all ROC 0.7131 PR 0.3186 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6298 | tau+ 0.500 | veto 9358
[OUTPOST-v4] epoch 204: test-all ROC 0.7144 PR 0.3198 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6321 | tau+ 0.500 | veto 9391
[OUTPOST-v4] epoch 205: test-all ROC 0.7156 PR 0.3209 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6338 | tau+ 0.500 | veto 9380
[OUTPOST-v4] epoch 206: test-all ROC 0.7166 PR 0.3220 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6345 | tau+ 0.500 | veto 9252
[OUTPOST-v4] epoch 207: test-all ROC 0.7177 PR 0.3230 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6363 | tau+ 0.500 | veto 9152
[OUTPOST-v4] epoch 208: test-all ROC 0.7186 PR 0.3238 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6377 | tau+ 0.500 | veto 8998
[OUTPOST-v4] epoch 209: test-all ROC 0.7196 PR 0.3249 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6387 | tau+ 0.500 | veto 8778
[OUTPOST-v4] epoch 210: test-all ROC 0.7209 PR 0.3261 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6392 | tau+ 0.500 | veto 8660
[OUTPOST-v4] epoch 211: test-all ROC 0.7220 PR 0.3272 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6398 | tau+ 0.500 | veto 8838
[OUTPOST-v4] epoch 212: test-all ROC 0.7230 PR 0.3282 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6403 | tau+ 0.500 | veto 8852
[OUTPOST-v4] epoch 213: test-all ROC 0.7241 PR 0.3293 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6413 | tau+ 0.500 | veto 8668
[OUTPOST-v4] epoch 214: test-all ROC 0.7252 PR 0.3305 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6424 | tau+ 0.500 | veto 8588
[OUTPOST-v4] epoch 215: test-all ROC 0.7264 PR 0.3317 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6440 | tau+ 0.500 | veto 8593
[OUTPOST-v4] epoch 216: test-all ROC 0.7274 PR 0.3329 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6456 | tau+ 0.500 | veto 8760
[OUTPOST-v4] epoch 217: test-all ROC 0.7283 PR 0.3340 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6463 | tau+ 0.500 | veto 8751
[OUTPOST-v4] epoch 218: test-all ROC 0.7292 PR 0.3351 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6469 | tau+ 0.500 | veto 8573
[OUTPOST-v4] epoch 219: test-all ROC 0.7301 PR 0.3362 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6486 | tau+ 0.500 | veto 8076
[OUTPOST-v4] epoch 220: test-all ROC 0.7312 PR 0.3374 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6498 | tau+ 0.500 | veto 8190
[OUTPOST-v4] epoch 221: test-all ROC 0.7321 PR 0.3385 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6514 | tau+ 0.500 | veto 8491
[OUTPOST-v4] epoch 222: test-all ROC 0.7330 PR 0.3396 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6524 | tau+ 0.500 | veto 8464
[OUTPOST-v4] epoch 223: test-all ROC 0.7337 PR 0.3406 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6528 | tau+ 0.500 | veto 8412
[OUTPOST-v4] epoch 224: test-all ROC 0.7346 PR 0.3418 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6534 | tau+ 0.500 | veto 8185
[OUTPOST-v4] epoch 225: test-all ROC 0.7355 PR 0.3430 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6548 | tau+ 0.500 | veto 8068
[OUTPOST-v4] epoch 226: test-all ROC 0.7365 PR 0.3441 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6563 | tau+ 0.500 | veto 8217
[OUTPOST-v4] epoch 227: test-all ROC 0.7372 PR 0.3452 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6569 | tau+ 0.500 | veto 8303
[OUTPOST-v4] epoch 228: test-all ROC 0.7379 PR 0.3463 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6573 | tau+ 0.500 | veto 8183
[OUTPOST-v4] epoch 229: test-all ROC 0.7385 PR 0.3473 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6576 | tau+ 0.500 | veto 7975
[OUTPOST-v4] epoch 230: test-all ROC 0.7392 PR 0.3483 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6588 | tau+ 0.500 | veto 7667
[OUTPOST-v4] epoch 231: test-all ROC 0.7402 PR 0.3496 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6597 | tau+ 0.500 | veto 7477
[OUTPOST-v4] epoch 232: test-all ROC 0.7412 PR 0.3508 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6599 | tau+ 0.500 | veto 7779
[OUTPOST-v4] epoch 233: test-all ROC 0.7420 PR 0.3520 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6606 | tau+ 0.500 | veto 7928
[OUTPOST-v4] epoch 234: test-all ROC 0.7425 PR 0.3530 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6606 | tau+ 0.500 | veto 7911
[OUTPOST-v4] epoch 235: test-all ROC 0.7432 PR 0.3542 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6617 | tau+ 0.500 | veto 7588
[OUTPOST-v4] epoch 236: test-all ROC 0.7440 PR 0.3554 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6622 | tau+ 0.500 | veto 7382
[OUTPOST-v4] epoch 237: test-all ROC 0.7449 PR 0.3567 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6629 | tau+ 0.500 | veto 7188
[OUTPOST-v4] epoch 238: test-all ROC 0.7460 PR 0.3581 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6653 | tau+ 0.500 | veto 7169
[OUTPOST-v4] epoch 239: test-all ROC 0.7469 PR 0.3593 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6652 | tau+ 0.500 | veto 7420
[OUTPOST-v4] epoch 240: test-all ROC 0.7475 PR 0.3604 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6655 | tau+ 0.500 | veto 7452
[OUTPOST-v4] epoch 241: test-all ROC 0.7479 PR 0.3614 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6658 | tau+ 0.500 | veto 7303
[OUTPOST-v4] epoch 242: test-all ROC 0.7487 PR 0.3627 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6666 | tau+ 0.500 | veto 6802
[OUTPOST-v4] epoch 243: test-all ROC 0.7496 PR 0.3639 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6679 | tau+ 0.500 | veto 6739
[OUTPOST-v4] epoch 244: test-all ROC 0.7504 PR 0.3652 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6688 | tau+ 0.500 | veto 7078
[OUTPOST-v4] epoch 245: test-all ROC 0.7510 PR 0.3663 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6697 | tau+ 0.500 | veto 7560
[OUTPOST-v4] epoch 246: test-all ROC 0.7513 PR 0.3671 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6692 | tau+ 0.500 | veto 7609
[OUTPOST-v4] epoch 247: test-all ROC 0.7513 PR 0.3678 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6685 | tau+ 0.500 | veto 7203
[OUTPOST-v4] epoch 248: test-all ROC 0.7516 PR 0.3686 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6675 | tau+ 0.500 | veto 6475
[OUTPOST-v4] epoch 249: test-all ROC 0.7521 PR 0.3696 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6685 | tau+ 0.500 | veto 6277
[OUTPOST-v4] epoch 250: test-all ROC 0.7528 PR 0.3706 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 6697
[OUTPOST-v4] epoch 251: test-all ROC 0.7533 PR 0.3715 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6700 | tau+ 0.500 | veto 7214
[OUTPOST-v4] epoch 252: test-all ROC 0.7536 PR 0.3724 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6700 | tau+ 0.500 | veto 7218
[OUTPOST-v4] epoch 253: test-all ROC 0.7538 PR 0.3731 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6694 | tau+ 0.500 | veto 6992
[OUTPOST-v4] epoch 254: test-all ROC 0.7542 PR 0.3740 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 6372
[OUTPOST-v4] epoch 255: test-all ROC 0.7548 PR 0.3750 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6712 | tau+ 0.500 | veto 6069
[OUTPOST-v4] epoch 256: test-all ROC 0.7555 PR 0.3760 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6721 | tau+ 0.500 | veto 6164
[OUTPOST-v4] epoch 257: test-all ROC 0.7558 PR 0.3768 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6723 | tau+ 0.500 | veto 6620
[OUTPOST-v4] epoch 258: test-all ROC 0.7559 PR 0.3773 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6713 | tau+ 0.500 | veto 6746
[OUTPOST-v4] epoch 259: test-all ROC 0.7558 PR 0.3777 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6705 | tau+ 0.500 | veto 6482
[OUTPOST-v4] epoch 260: test-all ROC 0.7558 PR 0.3782 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 6127
[OUTPOST-v4] epoch 261: test-all ROC 0.7560 PR 0.3788 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6694 | tau+ 0.500 | veto 5936
[OUTPOST-v4] epoch 262: test-all ROC 0.7563 PR 0.3795 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6701 | tau+ 0.500 | veto 6002
[OUTPOST-v4] epoch 263: test-all ROC 0.7565 PR 0.3802 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6698 | tau+ 0.500 | veto 6192
[OUTPOST-v4] epoch 264: test-all ROC 0.7567 PR 0.3809 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6696 | tau+ 0.500 | veto 5889
[OUTPOST-v4] epoch 265: test-all ROC 0.7572 PR 0.3817 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6705 | tau+ 0.500 | veto 5586
[OUTPOST-v4] epoch 266: test-all ROC 0.7577 PR 0.3826 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6712 | tau+ 0.500 | veto 5626
[OUTPOST-v4] epoch 267: test-all ROC 0.7581 PR 0.3834 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6716 | tau+ 0.500 | veto 5804
[OUTPOST-v4] epoch 268: test-all ROC 0.7584 PR 0.3841 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6700 | tau+ 0.500 | veto 5625
[OUTPOST-v4] epoch 269: test-all ROC 0.7589 PR 0.3850 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6707 | tau+ 0.500 | veto 5457
[OUTPOST-v4] epoch 270: test-all ROC 0.7593 PR 0.3859 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6707 | tau+ 0.500 | veto 5376
[OUTPOST-v4] epoch 271: test-all ROC 0.7595 PR 0.3867 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6707 | tau+ 0.500 | veto 5482
[OUTPOST-v4] epoch 272: test-all ROC 0.7600 PR 0.3876 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6715 | tau+ 0.500 | veto 5138
[OUTPOST-v4] epoch 273: test-all ROC 0.7604 PR 0.3885 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6721 | tau+ 0.500 | veto 5339
[OUTPOST-v4] epoch 274: test-all ROC 0.7606 PR 0.3892 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6716 | tau+ 0.500 | veto 5575
[OUTPOST-v4] epoch 275: test-all ROC 0.7607 PR 0.3899 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6711 | tau+ 0.500 | veto 5409
[OUTPOST-v4] epoch 276: test-all ROC 0.7610 PR 0.3906 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6707 | tau+ 0.500 | veto 5242
[OUTPOST-v4] epoch 277: test-all ROC 0.7612 PR 0.3914 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6714 | tau+ 0.500 | veto 5010
[OUTPOST-v4] epoch 278: test-all ROC 0.7614 PR 0.3923 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6710 | tau+ 0.500 | veto 4886
[OUTPOST-v4] epoch 279: test-all ROC 0.7617 PR 0.3931 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6713 | tau+ 0.500 | veto 4847
[OUTPOST-v4] epoch 280: test-all ROC 0.7621 PR 0.3941 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6719 | tau+ 0.500 | veto 4847
[OUTPOST-v4] epoch 281: test-all ROC 0.7626 PR 0.3952 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6729 | tau+ 0.500 | veto 4865
[OUTPOST-v4] epoch 282: test-all ROC 0.7629 PR 0.3961 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6730 | tau+ 0.500 | veto 5274
[OUTPOST-v4] epoch 283: test-all ROC 0.7633 PR 0.3972 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6738 | tau+ 0.500 | veto 5057
[OUTPOST-v4] epoch 284: test-all ROC 0.7639 PR 0.3983 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6759 | tau+ 0.500 | veto 5027
[OUTPOST-v4] epoch 285: test-all ROC 0.7645 PR 0.3996 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6774 | tau+ 0.500 | veto 4925
[OUTPOST-v4] epoch 286: test-all ROC 0.7647 PR 0.4005 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 5204
[OUTPOST-v4] epoch 287: test-all ROC 0.7647 PR 0.4010 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 4964
