# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 3 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'edge_index', 'x', 'y'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5296 PR 0.1701 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5454 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 138: test-all ROC 0.6244 PR 0.2343 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6356 | tau+ 0.500 | veto 9155
[OUTPOST-v4] epoch 139: test-all ROC 0.6261 PR 0.2354 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6370 | tau+ 0.500 | veto 9149
[OUTPOST-v4] epoch 140: test-all ROC 0.6278 PR 0.2365 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6390 | tau+ 0.500 | veto 9153
[OUTPOST-v4] epoch 141: test-all ROC 0.6294 PR 0.2376 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6408 | tau+ 0.500 | veto 9061
[OUTPOST-v4] epoch 142: test-all ROC 0.6312 PR 0.2388 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6430 | tau+ 0.500 | veto 8903
[OUTPOST-v4] epoch 143: test-all ROC 0.6329 PR 0.2399 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6445 | tau+ 0.500 | veto 8969
[OUTPOST-v4] epoch 144: test-all ROC 0.6346 PR 0.2411 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6452 | tau+ 0.500 | veto 9041
[OUTPOST-v4] epoch 145: test-all ROC 0.6362 PR 0.2421 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6469 | tau+ 0.500 | veto 9010
[OUTPOST-v4] epoch 146: test-all ROC 0.6377 PR 0.2432 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6474 | tau+ 0.500 | veto 8916
[OUTPOST-v4] epoch 147: test-all ROC 0.6393 PR 0.2443 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6493 | tau+ 0.500 | veto 8906
[OUTPOST-v4] epoch 148: test-all ROC 0.6408 PR 0.2453 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6500 | tau+ 0.500 | veto 8984
[OUTPOST-v4] epoch 149: test-all ROC 0.6425 PR 0.2465 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6511 | tau+ 0.500 | veto 9009
[OUTPOST-v4] epoch 150: test-all ROC 0.6441 PR 0.2476 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6526 | tau+ 0.500 | veto 8979
[OUTPOST-v4] epoch 151: test-all ROC 0.6457 PR 0.2487 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6543 | tau+ 0.500 | veto 8941
[OUTPOST-v4] epoch 152: test-all ROC 0.6474 PR 0.2499 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6554 | tau+ 0.500 | veto 8892
[OUTPOST-v4] epoch 153: test-all ROC 0.6490 PR 0.2510 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6577 | tau+ 0.500 | veto 8926
[OUTPOST-v4] epoch 154: test-all ROC 0.6507 PR 0.2522 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6599 | tau+ 0.500 | veto 9008
[OUTPOST-v4] epoch 155: test-all ROC 0.6522 PR 0.2532 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6611 | tau+ 0.500 | veto 9237
[OUTPOST-v4] epoch 156: test-all ROC 0.6538 PR 0.2543 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6619 | tau+ 0.500 | veto 9218
[OUTPOST-v4] epoch 157: test-all ROC 0.6553 PR 0.2554 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6623 | tau+ 0.500 | veto 9194
[OUTPOST-v4] epoch 158: test-all ROC 0.6565 PR 0.2563 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6630 | tau+ 0.500 | veto 9184
[OUTPOST-v4] epoch 159: test-all ROC 0.6578 PR 0.2573 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6642 | tau+ 0.500 | veto 9259
[OUTPOST-v4] epoch 160: test-all ROC 0.6593 PR 0.2582 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6656 | tau+ 0.500 | veto 9270
[OUTPOST-v4] epoch 161: test-all ROC 0.6608 PR 0.2593 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6681 | tau+ 0.500 | veto 9262
[OUTPOST-v4] epoch 162: test-all ROC 0.6623 PR 0.2604 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6698 | tau+ 0.500 | veto 9155
[OUTPOST-v4] epoch 163: test-all ROC 0.6639 PR 0.2616 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6719 | tau+ 0.500 | veto 9231
[OUTPOST-v4] epoch 164: test-all ROC 0.6654 PR 0.2627 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6729 | tau+ 0.500 | veto 9238
[OUTPOST-v4] epoch 165: test-all ROC 0.6669 PR 0.2638 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6732 | tau+ 0.500 | veto 9349
[OUTPOST-v4] epoch 166: test-all ROC 0.6682 PR 0.2648 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6739 | tau+ 0.500 | veto 9444
[OUTPOST-v4] epoch 167: test-all ROC 0.6696 PR 0.2658 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6750 | tau+ 0.500 | veto 9575
[OUTPOST-v4] epoch 168: test-all ROC 0.6710 PR 0.2668 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6757 | tau+ 0.500 | veto 9496
[OUTPOST-v4] epoch 169: test-all ROC 0.6723 PR 0.2678 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6757 | tau+ 0.500 | veto 9497
[OUTPOST-v4] epoch 170: test-all ROC 0.6736 PR 0.2687 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6768 | tau+ 0.500 | veto 9662
[OUTPOST-v4] epoch 171: test-all ROC 0.6748 PR 0.2696 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6781 | tau+ 0.500 | veto 9788
[OUTPOST-v4] epoch 172: test-all ROC 0.6760 PR 0.2705 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 9794
[OUTPOST-v4] epoch 173: test-all ROC 0.6772 PR 0.2713 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 9811
[OUTPOST-v4] epoch 174: test-all ROC 0.6781 PR 0.2720 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6819 | tau+ 0.500 | veto 9901
[OUTPOST-v4] epoch 175: test-all ROC 0.6791 PR 0.2727 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6828 | tau+ 0.500 | veto 9947
[OUTPOST-v4] epoch 176: test-all ROC 0.6802 PR 0.2736 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6834 | tau+ 0.500 | veto 9986
[OUTPOST-v4] epoch 177: test-all ROC 0.6815 PR 0.2745 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6843 | tau+ 0.500 | veto 9996
[OUTPOST-v4] epoch 178: test-all ROC 0.6826 PR 0.2754 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6855 | tau+ 0.500 | veto 9990
[OUTPOST-v4] epoch 179: test-all ROC 0.6837 PR 0.2763 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6857 | tau+ 0.500 | veto 9968
[OUTPOST-v4] epoch 180: test-all ROC 0.6848 PR 0.2771 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6870 | tau+ 0.500 | veto 9942
[OUTPOST-v4] epoch 181: test-all ROC 0.6857 PR 0.2778 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6872 | tau+ 0.500 | veto 9962
[OUTPOST-v4] epoch 182: test-all ROC 0.6865 PR 0.2784 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6882 | tau+ 0.500 | veto 9928
[OUTPOST-v4] epoch 183: test-all ROC 0.6872 PR 0.2789 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6889 | tau+ 0.500 | veto 9910
[OUTPOST-v4] epoch 184: test-all ROC 0.6879 PR 0.2794 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6899 | tau+ 0.500 | veto 9876
[OUTPOST-v4] epoch 185: test-all ROC 0.6887 PR 0.2799 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6913 | tau+ 0.500 | veto 9917
[OUTPOST-v4] epoch 186: test-all ROC 0.6896 PR 0.2805 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6920 | tau+ 0.500 | veto 9953
[OUTPOST-v4] epoch 187: test-all ROC 0.6906 PR 0.2812 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6926 | tau+ 0.500 | veto 9910
[OUTPOST-v4] epoch 188: test-all ROC 0.6914 PR 0.2817 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6929 | tau+ 0.500 | veto 9875
[OUTPOST-v4] epoch 189: test-all ROC 0.6923 PR 0.2824 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6932 | tau+ 0.500 | veto 9838
[OUTPOST-v4] epoch 190: test-all ROC 0.6933 PR 0.2830 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6940 | tau+ 0.500 | veto 9838
[OUTPOST-v4] epoch 191: test-all ROC 0.6940 PR 0.2836 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6950 | tau+ 0.500 | veto 9774
[OUTPOST-v4] epoch 192: test-all ROC 0.6948 PR 0.2842 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6960 | tau+ 0.500 | veto 9744
[OUTPOST-v4] epoch 193: test-all ROC 0.6955 PR 0.2847 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6961 | tau+ 0.500 | veto 9788
[OUTPOST-v4] epoch 194: test-all ROC 0.6959 PR 0.2851 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6968 | tau+ 0.500 | veto 9799
[OUTPOST-v4] epoch 195: test-all ROC 0.6963 PR 0.2854 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6969 | tau+ 0.500 | veto 9833
[OUTPOST-v4] epoch 196: test-all ROC 0.6968 PR 0.2859 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6975 | tau+ 0.500 | veto 9815
[OUTPOST-v4] epoch 197: test-all ROC 0.6975 PR 0.2865 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6980 | tau+ 0.500 | veto 9767
[OUTPOST-v4] epoch 198: test-all ROC 0.6982 PR 0.2871 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6986 | tau+ 0.500 | veto 9731
[OUTPOST-v4] epoch 199: test-all ROC 0.6988 PR 0.2876 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6984 | tau+ 0.500 | veto 9683
[OUTPOST-v4] epoch 200: test-all ROC 0.6993 PR 0.2881 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6991 | tau+ 0.500 | veto 9649
[OUTPOST-v4] epoch 201: test-all ROC 0.6998 PR 0.2886 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6994 | tau+ 0.500 | veto 9700
[OUTPOST-v4] epoch 202: test-all ROC 0.7004 PR 0.2891 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6997 | tau+ 0.500 | veto 9823
[OUTPOST-v4] epoch 203: test-all ROC 0.7011 PR 0.2894 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7016 | tau+ 0.500 | veto 9750
[OUTPOST-v4] epoch 204: test-all ROC 0.7017 PR 0.2899 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7026 | tau+ 0.500 | veto 9788
[OUTPOST-v4] epoch 205: test-all ROC 0.7022 PR 0.2904 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7025 | tau+ 0.500 | veto 9796
[OUTPOST-v4] epoch 206: test-all ROC 0.7028 PR 0.2909 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7033 | tau+ 0.500 | veto 9757
[OUTPOST-v4] epoch 207: test-all ROC 0.7033 PR 0.2914 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7033 | tau+ 0.500 | veto 9708
[OUTPOST-v4] epoch 208: test-all ROC 0.7035 PR 0.2917 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7032 | tau+ 0.500 | veto 9657
[OUTPOST-v4] epoch 209: test-all ROC 0.7037 PR 0.2920 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7028 | tau+ 0.500 | veto 9631
[OUTPOST-v4] epoch 210: test-all ROC 0.7041 PR 0.2923 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7026 | tau+ 0.500 | veto 9613
[OUTPOST-v4] epoch 211: test-all ROC 0.7046 PR 0.2928 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7025 | tau+ 0.500 | veto 9712
[OUTPOST-v4] epoch 212: test-all ROC 0.7051 PR 0.2933 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7034 | tau+ 0.500 | veto 9816
[OUTPOST-v4] epoch 213: test-all ROC 0.7057 PR 0.2938 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7045 | tau+ 0.500 | veto 9832
[OUTPOST-v4] epoch 214: test-all ROC 0.7063 PR 0.2943 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7066 | tau+ 0.500 | veto 9825
[OUTPOST-v4] epoch 215: test-all ROC 0.7068 PR 0.2945 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7079 | tau+ 0.500 | veto 9710
[OUTPOST-v4] epoch 216: test-all ROC 0.7071 PR 0.2945 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7077 | tau+ 0.500 | veto 9617
[OUTPOST-v4] epoch 217: test-all ROC 0.7074 PR 0.2947 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7082 | tau+ 0.500 | veto 9525
[OUTPOST-v4] epoch 218: test-all ROC 0.7079 PR 0.2949 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7086 | tau+ 0.500 | veto 9481
[OUTPOST-v4] epoch 219: test-all ROC 0.7083 PR 0.2952 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7094 | tau+ 0.500 | veto 9501
[OUTPOST-v4] epoch 220: test-all ROC 0.7087 PR 0.2955 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7095 | tau+ 0.500 | veto 9479
[OUTPOST-v4] epoch 221: test-all ROC 0.7090 PR 0.2960 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7097 | tau+ 0.500 | veto 9427
[OUTPOST-v4] epoch 222: test-all ROC 0.7093 PR 0.2964 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7102 | tau+ 0.500 | veto 9334
[OUTPOST-v4] epoch 223: test-all ROC 0.7096 PR 0.2966 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7102 | tau+ 0.500 | veto 9365
[OUTPOST-v4] epoch 224: test-all ROC 0.7098 PR 0.2970 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7099 | tau+ 0.500 | veto 9391
[OUTPOST-v4] epoch 225: test-all ROC 0.7102 PR 0.2974 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7096 | tau+ 0.500 | veto 9390
[OUTPOST-v4] epoch 226: test-all ROC 0.7104 PR 0.2978 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7099 | tau+ 0.500 | veto 9373
[OUTPOST-v4] epoch 227: test-all ROC 0.7107 PR 0.2982 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7101 | tau+ 0.500 | veto 9293
[OUTPOST-v4] epoch 228: test-all ROC 0.7110 PR 0.2986 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7104 | tau+ 0.500 | veto 9263
[OUTPOST-v4] epoch 229: test-all ROC 0.7113 PR 0.2989 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7104 | tau+ 0.500 | veto 9252
[OUTPOST-v4] epoch 230: test-all ROC 0.7116 PR 0.2991 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7106 | tau+ 0.500 | veto 9144
[OUTPOST-v4] epoch 231: test-all ROC 0.7120 PR 0.2994 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7108 | tau+ 0.500 | veto 9068
[OUTPOST-v4] epoch 232: test-all ROC 0.7124 PR 0.2998 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7115 | tau+ 0.500 | veto 9021
[OUTPOST-v4] epoch 233: test-all ROC 0.7127 PR 0.3001 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7126 | tau+ 0.500 | veto 8853
[OUTPOST-v4] epoch 234: test-all ROC 0.7130 PR 0.3005 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7125 | tau+ 0.500 | veto 8743
[OUTPOST-v4] epoch 235: test-all ROC 0.7133 PR 0.3010 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7129 | tau+ 0.500 | veto 8740
[OUTPOST-v4] epoch 236: test-all ROC 0.7136 PR 0.3015 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7137 | tau+ 0.500 | veto 8680
[OUTPOST-v4] epoch 237: test-all ROC 0.7139 PR 0.3018 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7143 | tau+ 0.500 | veto 8487
[OUTPOST-v4] epoch 238: test-all ROC 0.7140 PR 0.3023 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7146 | tau+ 0.500 | veto 8294
[OUTPOST-v4] epoch 239: test-all ROC 0.7144 PR 0.3028 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7154 | tau+ 0.500 | veto 8238
[OUTPOST-v4] epoch 240: test-all ROC 0.7148 PR 0.3034 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7166 | tau+ 0.500 | veto 7938
[OUTPOST-v4] epoch 241: test-all ROC 0.7151 PR 0.3040 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7173 | tau+ 0.500 | veto 7380
[OUTPOST-v4] epoch 242: test-all ROC 0.7155 PR 0.3046 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7179 | tau+ 0.500 | veto 7262
[OUTPOST-v4] epoch 243: test-all ROC 0.7158 PR 0.3053 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7179 | tau+ 0.500 | veto 7062
[OUTPOST-v4] epoch 244: test-all ROC 0.7162 PR 0.3060 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7186 | tau+ 0.500 | veto 6732
[OUTPOST-v4] epoch 245: test-all ROC 0.7165 PR 0.3066 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7192 | tau+ 0.500 | veto 6103
[OUTPOST-v4] epoch 246: test-all ROC 0.7168 PR 0.3073 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7199 | tau+ 0.500 | veto 5907
[OUTPOST-v4] epoch 247: test-all ROC 0.7171 PR 0.3079 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7209 | tau+ 0.500 | veto 5787
[OUTPOST-v4] epoch 248: test-all ROC 0.7175 PR 0.3086 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7223 | tau+ 0.500 | veto 5970
[OUTPOST-v4] epoch 249: test-all ROC 0.7179 PR 0.3090 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7230 | tau+ 0.500 | veto 5552
[OUTPOST-v4] epoch 250: test-all ROC 0.7182 PR 0.3093 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7242 | tau+ 0.500 | veto 5819
[OUTPOST-v4] epoch 251: test-all ROC 0.7185 PR 0.3097 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7257 | tau+ 0.500 | veto 5833
[OUTPOST-v4] epoch 252: test-all ROC 0.7187 PR 0.3104 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7271 | tau+ 0.500 | veto 5752
[OUTPOST-v4] epoch 253: test-all ROC 0.7190 PR 0.3111 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7279 | tau+ 0.500 | veto 5441
[OUTPOST-v4] epoch 254: test-all ROC 0.7191 PR 0.3118 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7283 | tau+ 0.500 | veto 5416
[OUTPOST-v4] epoch 255: test-all ROC 0.7192 PR 0.3122 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7311 | tau+ 0.500 | veto 4740
[OUTPOST-v4] epoch 256: test-all ROC 0.7192 PR 0.3125 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7341 | tau+ 0.500 | veto 4739
[OUTPOST-v4] epoch 257: test-all ROC 0.7189 PR 0.3129 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7357 | tau+ 0.500 | veto 4806
[OUTPOST-v4] epoch 258: test-all ROC 0.7185 PR 0.3137 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7373 | tau+ 0.500 | veto 5451
[OUTPOST-v4] epoch 259: test-all ROC 0.7186 PR 0.3143 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7402 | tau+ 0.500 | veto 6807
[OUTPOST-v4] epoch 260: test-all ROC 0.7187 PR 0.3149 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7419 | tau+ 0.500 | veto 6804
[OUTPOST-v4] epoch 261: test-all ROC 0.7185 PR 0.3157 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7429 | tau+ 0.500 | veto 6470
[OUTPOST-v4] epoch 262: test-all ROC 0.7182 PR 0.3162 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7451 | tau+ 0.500 | veto 6806
[OUTPOST-v4] epoch 263: test-all ROC 0.7180 PR 0.3166 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7466 | tau+ 0.500 | veto 7095
[OUTPOST-v4] epoch 264: test-all ROC 0.7177 PR 0.3169 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7476 | tau+ 0.500 | veto 7059
[OUTPOST-v4] epoch 265: test-all ROC 0.7174 PR 0.3173 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7474 | tau+ 0.500 | veto 6573
[OUTPOST-v4] epoch 266: test-all ROC 0.7167 PR 0.3178 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7491 | tau+ 0.500 | veto 6505
[OUTPOST-v4] epoch 267: test-all ROC 0.7161 PR 0.3181 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7495 | tau+ 0.500 | veto 7192
[OUTPOST-v4] epoch 268: test-all ROC 0.7162 PR 0.3186 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7492 | tau+ 0.500 | veto 6928
[OUTPOST-v4] epoch 269: test-all ROC 0.7159 PR 0.3194 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7501 | tau+ 0.500 | veto 6334
[OUTPOST-v4] epoch 270: test-all ROC 0.7158 PR 0.3204 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7516 | tau+ 0.500 | veto 6474
[OUTPOST-v4] epoch 271: test-all ROC 0.7163 PR 0.3213 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7523 | tau+ 0.500 | veto 7116
[OUTPOST-v4] epoch 272: test-all ROC 0.7163 PR 0.3219 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7512 | tau+ 0.500 | veto 6807
[OUTPOST-v4] epoch 273: test-all ROC 0.7163 PR 0.3226 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7514 | tau+ 0.500 | veto 6541
[OUTPOST-v4] epoch 274: test-all ROC 0.7159 PR 0.3231 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7522 | tau+ 0.500 | veto 6407
[OUTPOST-v4] epoch 275: test-all ROC 0.7153 PR 0.3234 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7527 | tau+ 0.500 | veto 6737
[OUTPOST-v4] epoch 276: test-all ROC 0.7148 PR 0.3235 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7530 | tau+ 0.500 | veto 6879
[OUTPOST-v4] epoch 277: test-all ROC 0.7135 PR 0.3232 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7532 | tau+ 0.500 | veto 6289
[OUTPOST-v4] epoch 278: test-all ROC 0.7118 PR 0.3228 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7528 | tau+ 0.500 | veto 6352
[OUTPOST-v4] epoch 279: test-all ROC 0.7104 PR 0.3227 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7536 | tau+ 0.500 | veto 6722
[OUTPOST-v4] epoch 280: test-all ROC 0.7100 PR 0.3230 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7543 | tau+ 0.500 | veto 7027
[OUTPOST-v4] epoch 281: test-all ROC 0.7104 PR 0.3240 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7538 | tau+ 0.500 | veto 6918
[OUTPOST-v4] epoch 282: test-all ROC 0.7107 PR 0.3250 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7548 | tau+ 0.500 | veto 6783
[OUTPOST-v4] epoch 283: test-all ROC 0.7119 PR 0.3266 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7549 | tau+ 0.500 | veto 6608
[OUTPOST-v4] epoch 284: test-all ROC 0.7127 PR 0.3276 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7548 | tau+ 0.500 | veto 6978
[OUTPOST-v4] epoch 285: test-all ROC 0.7133 PR 0.3283 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7539 | tau+ 0.500 | veto 6712
[OUTPOST-v4] epoch 286: test-all ROC 0.7124 PR 0.3282 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7543 | tau+ 0.500 | veto 6472
[OUTPOST-v4] epoch 287: test-all ROC 0.7109 PR 0.3277 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7549 | tau+ 0.500 | veto 6675
