# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 42 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'y', 'edge_index', 'x'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.4977 PR 0.1567 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5648 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 138: test-all ROC 0.6171 PR 0.2320 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5129 | tau+ 0.500 | veto 9174
[OUTPOST-v4] epoch 139: test-all ROC 0.6181 PR 0.2328 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5137 | tau+ 0.500 | veto 9170
[OUTPOST-v4] epoch 140: test-all ROC 0.6191 PR 0.2336 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5145 | tau+ 0.500 | veto 9094
[OUTPOST-v4] epoch 141: test-all ROC 0.6202 PR 0.2343 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5159 | tau+ 0.500 | veto 9037
[OUTPOST-v4] epoch 142: test-all ROC 0.6212 PR 0.2350 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5179 | tau+ 0.500 | veto 8976
[OUTPOST-v4] epoch 143: test-all ROC 0.6222 PR 0.2357 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5184 | tau+ 0.500 | veto 8976
[OUTPOST-v4] epoch 144: test-all ROC 0.6232 PR 0.2364 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5191 | tau+ 0.500 | veto 9009
[OUTPOST-v4] epoch 145: test-all ROC 0.6242 PR 0.2371 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5198 | tau+ 0.500 | veto 8967
[OUTPOST-v4] epoch 146: test-all ROC 0.6252 PR 0.2377 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5208 | tau+ 0.500 | veto 9027
[OUTPOST-v4] epoch 147: test-all ROC 0.6263 PR 0.2385 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5215 | tau+ 0.500 | veto 8937
[OUTPOST-v4] epoch 148: test-all ROC 0.6274 PR 0.2392 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5230 | tau+ 0.500 | veto 8862
[OUTPOST-v4] epoch 149: test-all ROC 0.6286 PR 0.2399 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5244 | tau+ 0.500 | veto 8971
[OUTPOST-v4] epoch 150: test-all ROC 0.6298 PR 0.2406 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5255 | tau+ 0.500 | veto 9081
[OUTPOST-v4] epoch 151: test-all ROC 0.6310 PR 0.2414 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5261 | tau+ 0.500 | veto 9176
[OUTPOST-v4] epoch 152: test-all ROC 0.6322 PR 0.2422 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5271 | tau+ 0.500 | veto 9031
[OUTPOST-v4] epoch 153: test-all ROC 0.6333 PR 0.2429 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5277 | tau+ 0.500 | veto 9046
[OUTPOST-v4] epoch 154: test-all ROC 0.6344 PR 0.2435 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5287 | tau+ 0.500 | veto 9097
[OUTPOST-v4] epoch 155: test-all ROC 0.6356 PR 0.2442 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5302 | tau+ 0.500 | veto 9013
[OUTPOST-v4] epoch 156: test-all ROC 0.6369 PR 0.2449 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5322 | tau+ 0.500 | veto 9034
[OUTPOST-v4] epoch 157: test-all ROC 0.6380 PR 0.2456 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5334 | tau+ 0.500 | veto 8981
[OUTPOST-v4] epoch 158: test-all ROC 0.6392 PR 0.2462 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5347 | tau+ 0.500 | veto 8916
[OUTPOST-v4] epoch 159: test-all ROC 0.6403 PR 0.2469 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5362 | tau+ 0.500 | veto 8984
[OUTPOST-v4] epoch 160: test-all ROC 0.6416 PR 0.2476 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5372 | tau+ 0.500 | veto 9120
[OUTPOST-v4] epoch 161: test-all ROC 0.6429 PR 0.2484 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5378 | tau+ 0.500 | veto 9058
[OUTPOST-v4] epoch 162: test-all ROC 0.6441 PR 0.2491 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5397 | tau+ 0.500 | veto 9004
[OUTPOST-v4] epoch 163: test-all ROC 0.6455 PR 0.2499 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5412 | tau+ 0.500 | veto 8996
[OUTPOST-v4] epoch 164: test-all ROC 0.6469 PR 0.2507 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5432 | tau+ 0.500 | veto 8919
[OUTPOST-v4] epoch 165: test-all ROC 0.6483 PR 0.2516 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5443 | tau+ 0.500 | veto 8972
[OUTPOST-v4] epoch 166: test-all ROC 0.6496 PR 0.2524 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5458 | tau+ 0.500 | veto 9028
[OUTPOST-v4] epoch 167: test-all ROC 0.6509 PR 0.2531 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5479 | tau+ 0.500 | veto 8987
[OUTPOST-v4] epoch 168: test-all ROC 0.6522 PR 0.2539 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5498 | tau+ 0.500 | veto 8912
[OUTPOST-v4] epoch 169: test-all ROC 0.6534 PR 0.2546 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5510 | tau+ 0.500 | veto 8863
[OUTPOST-v4] epoch 170: test-all ROC 0.6547 PR 0.2553 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5531 | tau+ 0.500 | veto 8911
[OUTPOST-v4] epoch 171: test-all ROC 0.6560 PR 0.2561 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5544 | tau+ 0.500 | veto 8935
[OUTPOST-v4] epoch 172: test-all ROC 0.6573 PR 0.2569 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5561 | tau+ 0.500 | veto 8632
[OUTPOST-v4] epoch 173: test-all ROC 0.6586 PR 0.2577 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5581 | tau+ 0.500 | veto 8663
[OUTPOST-v4] epoch 174: test-all ROC 0.6598 PR 0.2585 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5595 | tau+ 0.500 | veto 8694
[OUTPOST-v4] epoch 175: test-all ROC 0.6611 PR 0.2593 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5615 | tau+ 0.500 | veto 8659
[OUTPOST-v4] epoch 176: test-all ROC 0.6623 PR 0.2601 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5634 | tau+ 0.500 | veto 8446
[OUTPOST-v4] epoch 177: test-all ROC 0.6637 PR 0.2609 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5649 | tau+ 0.500 | veto 8471
[OUTPOST-v4] epoch 178: test-all ROC 0.6652 PR 0.2618 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5669 | tau+ 0.500 | veto 8344
[OUTPOST-v4] epoch 179: test-all ROC 0.6666 PR 0.2626 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5694 | tau+ 0.500 | veto 8058
[OUTPOST-v4] epoch 180: test-all ROC 0.6680 PR 0.2635 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5710 | tau+ 0.500 | veto 7844
[OUTPOST-v4] epoch 181: test-all ROC 0.6695 PR 0.2644 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5728 | tau+ 0.500 | veto 7574
[OUTPOST-v4] epoch 182: test-all ROC 0.6710 PR 0.2654 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5747 | tau+ 0.500 | veto 6943
[OUTPOST-v4] epoch 183: test-all ROC 0.6725 PR 0.2663 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5773 | tau+ 0.500 | veto 6081
[OUTPOST-v4] epoch 184: test-all ROC 0.6740 PR 0.2673 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5791 | tau+ 0.500 | veto 5878
[OUTPOST-v4] epoch 185: test-all ROC 0.6755 PR 0.2683 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5804 | tau+ 0.500 | veto 5943
[OUTPOST-v4] epoch 186: test-all ROC 0.6770 PR 0.2693 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5826 | tau+ 0.500 | veto 5625
[OUTPOST-v4] epoch 187: test-all ROC 0.6785 PR 0.2703 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5846 | tau+ 0.500 | veto 5501
[OUTPOST-v4] epoch 188: test-all ROC 0.6801 PR 0.2714 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5865 | tau+ 0.500 | veto 5738
[OUTPOST-v4] epoch 189: test-all ROC 0.6816 PR 0.2725 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5896 | tau+ 0.500 | veto 5709
[OUTPOST-v4] epoch 190: test-all ROC 0.6832 PR 0.2736 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5918 | tau+ 0.500 | veto 5610
[OUTPOST-v4] epoch 191: test-all ROC 0.6847 PR 0.2747 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5944 | tau+ 0.500 | veto 5484
[OUTPOST-v4] epoch 192: test-all ROC 0.6861 PR 0.2756 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5963 | tau+ 0.500 | veto 5351
[OUTPOST-v4] epoch 193: test-all ROC 0.6875 PR 0.2766 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5978 | tau+ 0.500 | veto 5601
[OUTPOST-v4] epoch 194: test-all ROC 0.6888 PR 0.2775 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.5982 | tau+ 0.500 | veto 5499
[OUTPOST-v4] epoch 195: test-all ROC 0.6902 PR 0.2784 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6002 | tau+ 0.500 | veto 5760
[OUTPOST-v4] epoch 196: test-all ROC 0.6915 PR 0.2792 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6021 | tau+ 0.500 | veto 5577
[OUTPOST-v4] epoch 197: test-all ROC 0.6928 PR 0.2800 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6048 | tau+ 0.500 | veto 5943
[OUTPOST-v4] epoch 198: test-all ROC 0.6941 PR 0.2810 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6075 | tau+ 0.500 | veto 5773
[OUTPOST-v4] epoch 199: test-all ROC 0.6956 PR 0.2820 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6104 | tau+ 0.500 | veto 5835
[OUTPOST-v4] epoch 200: test-all ROC 0.6973 PR 0.2832 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6140 | tau+ 0.500 | veto 5572
[OUTPOST-v4] epoch 201: test-all ROC 0.6992 PR 0.2848 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6177 | tau+ 0.500 | veto 5850
[OUTPOST-v4] epoch 202: test-all ROC 0.7014 PR 0.2865 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6208 | tau+ 0.500 | veto 5371
[OUTPOST-v4] epoch 203: test-all ROC 0.7034 PR 0.2883 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6245 | tau+ 0.500 | veto 5544
[OUTPOST-v4] epoch 204: test-all ROC 0.7052 PR 0.2900 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6280 | tau+ 0.500 | veto 5408
[OUTPOST-v4] epoch 205: test-all ROC 0.7070 PR 0.2917 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6312 | tau+ 0.500 | veto 5304
[OUTPOST-v4] epoch 206: test-all ROC 0.7085 PR 0.2932 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6344 | tau+ 0.500 | veto 5547
[OUTPOST-v4] epoch 207: test-all ROC 0.7100 PR 0.2946 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6371 | tau+ 0.500 | veto 5100
[OUTPOST-v4] epoch 208: test-all ROC 0.7114 PR 0.2960 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6399 | tau+ 0.500 | veto 5309
[OUTPOST-v4] epoch 209: test-all ROC 0.7131 PR 0.2976 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6427 | tau+ 0.500 | veto 5085
[OUTPOST-v4] epoch 210: test-all ROC 0.7149 PR 0.2992 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6460 | tau+ 0.500 | veto 5367
[OUTPOST-v4] epoch 211: test-all ROC 0.7166 PR 0.3007 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6485 | tau+ 0.500 | veto 5159
[OUTPOST-v4] epoch 212: test-all ROC 0.7180 PR 0.3021 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6504 | tau+ 0.500 | veto 5240
[OUTPOST-v4] epoch 213: test-all ROC 0.7196 PR 0.3037 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6525 | tau+ 0.500 | veto 5331
[OUTPOST-v4] epoch 214: test-all ROC 0.7214 PR 0.3056 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6568 | tau+ 0.500 | veto 5179
[OUTPOST-v4] epoch 215: test-all ROC 0.7232 PR 0.3075 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6600 | tau+ 0.500 | veto 5250
[OUTPOST-v4] epoch 216: test-all ROC 0.7245 PR 0.3089 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6621 | tau+ 0.500 | veto 4946
[OUTPOST-v4] epoch 217: test-all ROC 0.7258 PR 0.3104 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6641 | tau+ 0.500 | veto 4513
[OUTPOST-v4] epoch 218: test-all ROC 0.7274 PR 0.3122 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6682 | tau+ 0.500 | veto 4590
[OUTPOST-v4] epoch 219: test-all ROC 0.7293 PR 0.3143 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6719 | tau+ 0.500 | veto 4452
[OUTPOST-v4] epoch 220: test-all ROC 0.7308 PR 0.3160 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6764 | tau+ 0.500 | veto 4467
[OUTPOST-v4] epoch 221: test-all ROC 0.7319 PR 0.3177 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6793 | tau+ 0.500 | veto 4479
[OUTPOST-v4] epoch 222: test-all ROC 0.7334 PR 0.3196 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6826 | tau+ 0.500 | veto 4507
[OUTPOST-v4] epoch 223: test-all ROC 0.7351 PR 0.3216 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6877 | tau+ 0.500 | veto 4180
[OUTPOST-v4] epoch 224: test-all ROC 0.7363 PR 0.3234 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6911 | tau+ 0.500 | veto 4221
[OUTPOST-v4] epoch 225: test-all ROC 0.7374 PR 0.3249 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6932 | tau+ 0.500 | veto 4318
[OUTPOST-v4] epoch 226: test-all ROC 0.7385 PR 0.3265 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6961 | tau+ 0.500 | veto 4252
[OUTPOST-v4] epoch 227: test-all ROC 0.7402 PR 0.3288 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6997 | tau+ 0.500 | veto 4249
[OUTPOST-v4] epoch 228: test-all ROC 0.7414 PR 0.3305 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7033 | tau+ 0.500 | veto 4476
[OUTPOST-v4] epoch 229: test-all ROC 0.7420 PR 0.3317 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7057 | tau+ 0.500 | veto 4776
[OUTPOST-v4] epoch 230: test-all ROC 0.7426 PR 0.3330 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7073 | tau+ 0.500 | veto 4271
[OUTPOST-v4] epoch 231: test-all ROC 0.7433 PR 0.3345 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7099 | tau+ 0.500 | veto 4102
[OUTPOST-v4] epoch 232: test-all ROC 0.7443 PR 0.3360 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7125 | tau+ 0.500 | veto 4323
[OUTPOST-v4] epoch 233: test-all ROC 0.7446 PR 0.3369 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7126 | tau+ 0.500 | veto 4817
[OUTPOST-v4] epoch 234: test-all ROC 0.7447 PR 0.3377 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7108 | tau+ 0.500 | veto 5045
[OUTPOST-v4] epoch 235: test-all ROC 0.7447 PR 0.3383 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7109 | tau+ 0.500 | veto 4725
[OUTPOST-v4] epoch 236: test-all ROC 0.7451 PR 0.3393 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7120 | tau+ 0.500 | veto 4372
[OUTPOST-v4] epoch 237: test-all ROC 0.7458 PR 0.3405 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7140 | tau+ 0.500 | veto 4563
[OUTPOST-v4] epoch 238: test-all ROC 0.7461 PR 0.3414 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7153 | tau+ 0.500 | veto 5374
[OUTPOST-v4] epoch 239: test-all ROC 0.7463 PR 0.3421 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7156 | tau+ 0.500 | veto 5516
[OUTPOST-v4] epoch 240: test-all ROC 0.7462 PR 0.3426 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7161 | tau+ 0.500 | veto 5109
[OUTPOST-v4] epoch 241: test-all ROC 0.7466 PR 0.3435 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7165 | tau+ 0.500 | veto 4663
[OUTPOST-v4] epoch 242: test-all ROC 0.7470 PR 0.3441 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7168 | tau+ 0.500 | veto 5045
[OUTPOST-v4] epoch 243: test-all ROC 0.7473 PR 0.3448 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7179 | tau+ 0.500 | veto 5419
[OUTPOST-v4] epoch 244: test-all ROC 0.7473 PR 0.3454 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7184 | tau+ 0.500 | veto 5565
[OUTPOST-v4] epoch 245: test-all ROC 0.7474 PR 0.3458 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7183 | tau+ 0.500 | veto 5075
[OUTPOST-v4] epoch 246: test-all ROC 0.7476 PR 0.3463 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7185 | tau+ 0.500 | veto 4766
[OUTPOST-v4] epoch 247: test-all ROC 0.7480 PR 0.3469 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7190 | tau+ 0.500 | veto 4928
[OUTPOST-v4] epoch 248: test-all ROC 0.7483 PR 0.3476 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7207 | tau+ 0.500 | veto 5484
[OUTPOST-v4] epoch 249: test-all ROC 0.7485 PR 0.3484 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7217 | tau+ 0.500 | veto 5601
[OUTPOST-v4] epoch 250: test-all ROC 0.7487 PR 0.3493 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7234 | tau+ 0.500 | veto 5131
[OUTPOST-v4] epoch 251: test-all ROC 0.7490 PR 0.3501 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7240 | tau+ 0.500 | veto 4749
[OUTPOST-v4] epoch 252: test-all ROC 0.7494 PR 0.3509 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7247 | tau+ 0.500 | veto 4938
[OUTPOST-v4] epoch 253: test-all ROC 0.7496 PR 0.3516 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7257 | tau+ 0.500 | veto 5474
[OUTPOST-v4] epoch 254: test-all ROC 0.7496 PR 0.3522 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7264 | tau+ 0.500 | veto 5385
[OUTPOST-v4] epoch 255: test-all ROC 0.7495 PR 0.3524 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7257 | tau+ 0.500 | veto 4899
[OUTPOST-v4] epoch 256: test-all ROC 0.7496 PR 0.3526 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7252 | tau+ 0.500 | veto 4552
[OUTPOST-v4] epoch 257: test-all ROC 0.7498 PR 0.3530 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7258 | tau+ 0.500 | veto 4864
[OUTPOST-v4] epoch 258: test-all ROC 0.7498 PR 0.3536 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7255 | tau+ 0.500 | veto 5418
[OUTPOST-v4] epoch 259: test-all ROC 0.7497 PR 0.3544 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7259 | tau+ 0.500 | veto 5195
[OUTPOST-v4] epoch 260: test-all ROC 0.7499 PR 0.3553 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7270 | tau+ 0.500 | veto 4585
[OUTPOST-v4] epoch 261: test-all ROC 0.7503 PR 0.3564 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7283 | tau+ 0.500 | veto 4458
[OUTPOST-v4] epoch 262: test-all ROC 0.7505 PR 0.3573 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7301 | tau+ 0.500 | veto 5039
[OUTPOST-v4] epoch 263: test-all ROC 0.7505 PR 0.3584 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7304 | tau+ 0.500 | veto 5453
[OUTPOST-v4] epoch 264: test-all ROC 0.7505 PR 0.3590 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7304 | tau+ 0.500 | veto 5005
[OUTPOST-v4] epoch 265: test-all ROC 0.7505 PR 0.3588 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7294 | tau+ 0.500 | veto 4499
[OUTPOST-v4] epoch 266: test-all ROC 0.7506 PR 0.3585 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7295 | tau+ 0.500 | veto 4733
[OUTPOST-v4] epoch 267: test-all ROC 0.7507 PR 0.3590 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7307 | tau+ 0.500 | veto 5433
[OUTPOST-v4] epoch 268: test-all ROC 0.7507 PR 0.3598 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7308 | tau+ 0.500 | veto 5286
[OUTPOST-v4] epoch 269: test-all ROC 0.7507 PR 0.3604 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7321 | tau+ 0.500 | veto 4608
[OUTPOST-v4] epoch 270: test-all ROC 0.7509 PR 0.3607 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7327 | tau+ 0.500 | veto 4435
[OUTPOST-v4] epoch 271: test-all ROC 0.7511 PR 0.3609 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7332 | tau+ 0.500 | veto 4905
[OUTPOST-v4] epoch 272: test-all ROC 0.7511 PR 0.3614 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7332 | tau+ 0.500 | veto 5400
[OUTPOST-v4] epoch 273: test-all ROC 0.7509 PR 0.3621 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7327 | tau+ 0.500 | veto 5220
[OUTPOST-v4] epoch 274: test-all ROC 0.7509 PR 0.3627 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7338 | tau+ 0.500 | veto 4599
[OUTPOST-v4] epoch 275: test-all ROC 0.7510 PR 0.3630 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7342 | tau+ 0.500 | veto 4737
[OUTPOST-v4] epoch 276: test-all ROC 0.7509 PR 0.3633 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7338 | tau+ 0.500 | veto 5109
[OUTPOST-v4] epoch 277: test-all ROC 0.7507 PR 0.3636 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7330 | tau+ 0.500 | veto 4983
[OUTPOST-v4] epoch 278: test-all ROC 0.7506 PR 0.3642 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7321 | tau+ 0.500 | veto 4792
[OUTPOST-v4] epoch 279: test-all ROC 0.7506 PR 0.3649 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7324 | tau+ 0.500 | veto 4751
[OUTPOST-v4] epoch 280: test-all ROC 0.7506 PR 0.3651 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7321 | tau+ 0.500 | veto 4934
[OUTPOST-v4] epoch 281: test-all ROC 0.7505 PR 0.3652 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7309 | tau+ 0.500 | veto 5221
[OUTPOST-v4] epoch 282: test-all ROC 0.7504 PR 0.3647 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7291 | tau+ 0.500 | veto 4979
[OUTPOST-v4] epoch 283: test-all ROC 0.7503 PR 0.3638 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7279 | tau+ 0.500 | veto 4646
[OUTPOST-v4] epoch 284: test-all ROC 0.7502 PR 0.3630 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7264 | tau+ 0.500 | veto 4700
[OUTPOST-v4] epoch 285: test-all ROC 0.7503 PR 0.3635 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7269 | tau+ 0.500 | veto 5053
[OUTPOST-v4] epoch 286: test-all ROC 0.7503 PR 0.3639 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7270 | tau+ 0.500 | veto 4984
[OUTPOST-v4] epoch 287: test-all ROC 0.7504 PR 0.3648 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7271 | tau+ 0.500 | veto 4755
