# gpu=7 cmd=/usr/bin/python3 -u main.py --dataset yelp --seed 2 --method outpost --tag C_fview --set use_fview_gate=true
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-scatter'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_scatter/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/__init__.py:4: UserWarning: An issue occurred while importing 'torch-sparse'. Disabling its usage. Stacktrace: /nas/home/jahin/.local/lib/python3.10/site-packages/torch_sparse/_version_cuda.so: undefined symbol: _ZN5torch3jit17parseSchemaOrNameERKSsb
  import torch_geometric.typing
/nas/home/jahin/.local/lib/python3.10/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (1.26.5) or chardet (7.2.0)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
Disabling PyTorch because PyTorch >= 2.1 is required but found 2.0.1
None of PyTorch, TensorFlow >= 2.0, or Flax have been found. Models won't be available and only tokenizers, configuration and file/data utilities can be used.
/nas/home/jahin/.local/lib/python3.10/site-packages/outdated/__init__.py:36: UserWarning: pkg_resources is deprecated as an API. See https://setuptools.pypa.io/en/latest/pkg_resources.html. The pkg_resources package is slated for removal as early as 2025-11-30. Refrain from using this package or pin to Setuptools<81.
  from pkg_resources import parse_version
[utils] PPR/dgl path unavailable (libcudart.so.12: cannot open shared object file: No such file or directory); OUTPOST path unaffected.
[yelp] anomaly classes (rotations): [1]
Normal classes: [0] in yelp
Building multi-layer GraphSage
/nas/home/jahin/.local/lib/python3.10/site-packages/torch_geometric/data/data.py:187: UserWarning: Unable to accurately infer 'num_nodes' from the attribute set '{'x', 'y', 'edge_index'}'. Please explicitly set 'num_nodes' as an attribute of 'data' to suppress this warning
  return sum([v.num_nodes for v in self.node_stores])
[OUTPOST-v4] epoch 0: test-all ROC 0.5285 PR 0.1615 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.4577 | tau+ 0.500 | veto 0
[OUTPOST-v4] epoch 138: test-all ROC 0.6262 PR 0.2288 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6064 | tau+ 0.500 | veto 9738
[OUTPOST-v4] epoch 139: test-all ROC 0.6270 PR 0.2302 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6085 | tau+ 0.500 | veto 9787
[OUTPOST-v4] epoch 140: test-all ROC 0.6279 PR 0.2315 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6108 | tau+ 0.500 | veto 10002
[OUTPOST-v4] epoch 141: test-all ROC 0.6288 PR 0.2328 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6138 | tau+ 0.500 | veto 10210
[OUTPOST-v4] epoch 142: test-all ROC 0.6298 PR 0.2340 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6152 | tau+ 0.500 | veto 10238
[OUTPOST-v4] epoch 143: test-all ROC 0.6306 PR 0.2352 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6176 | tau+ 0.500 | veto 10158
[OUTPOST-v4] epoch 144: test-all ROC 0.6314 PR 0.2363 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6206 | tau+ 0.500 | veto 9947
[OUTPOST-v4] epoch 145: test-all ROC 0.6320 PR 0.2373 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6232 | tau+ 0.500 | veto 10161
[OUTPOST-v4] epoch 146: test-all ROC 0.6327 PR 0.2384 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6259 | tau+ 0.500 | veto 10063
[OUTPOST-v4] epoch 147: test-all ROC 0.6333 PR 0.2394 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6282 | tau+ 0.500 | veto 10057
[OUTPOST-v4] epoch 148: test-all ROC 0.6339 PR 0.2403 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6299 | tau+ 0.500 | veto 10137
[OUTPOST-v4] epoch 149: test-all ROC 0.6344 PR 0.2412 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6311 | tau+ 0.500 | veto 10176
[OUTPOST-v4] epoch 150: test-all ROC 0.6349 PR 0.2420 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6325 | tau+ 0.500 | veto 10218
[OUTPOST-v4] epoch 151: test-all ROC 0.6353 PR 0.2427 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6341 | tau+ 0.500 | veto 9994
[OUTPOST-v4] epoch 152: test-all ROC 0.6358 PR 0.2434 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6366 | tau+ 0.500 | veto 9941
[OUTPOST-v4] epoch 153: test-all ROC 0.6363 PR 0.2442 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6388 | tau+ 0.500 | veto 9990
[OUTPOST-v4] epoch 154: test-all ROC 0.6367 PR 0.2448 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6402 | tau+ 0.500 | veto 10027
[OUTPOST-v4] epoch 155: test-all ROC 0.6373 PR 0.2455 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6428 | tau+ 0.500 | veto 9943
[OUTPOST-v4] epoch 156: test-all ROC 0.6378 PR 0.2462 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6446 | tau+ 0.500 | veto 9846
[OUTPOST-v4] epoch 157: test-all ROC 0.6384 PR 0.2470 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6472 | tau+ 0.500 | veto 9778
[OUTPOST-v4] epoch 158: test-all ROC 0.6391 PR 0.2478 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6493 | tau+ 0.500 | veto 9691
[OUTPOST-v4] epoch 159: test-all ROC 0.6398 PR 0.2485 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6516 | tau+ 0.500 | veto 9731
[OUTPOST-v4] epoch 160: test-all ROC 0.6404 PR 0.2493 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6537 | tau+ 0.500 | veto 9916
[OUTPOST-v4] epoch 161: test-all ROC 0.6410 PR 0.2499 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6554 | tau+ 0.500 | veto 9911
[OUTPOST-v4] epoch 162: test-all ROC 0.6417 PR 0.2506 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6576 | tau+ 0.500 | veto 9960
[OUTPOST-v4] epoch 163: test-all ROC 0.6424 PR 0.2513 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6599 | tau+ 0.500 | veto 10013
[OUTPOST-v4] epoch 164: test-all ROC 0.6430 PR 0.2520 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6620 | tau+ 0.500 | veto 9979
[OUTPOST-v4] epoch 165: test-all ROC 0.6436 PR 0.2526 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6641 | tau+ 0.500 | veto 9948
[OUTPOST-v4] epoch 166: test-all ROC 0.6441 PR 0.2532 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6661 | tau+ 0.500 | veto 9915
[OUTPOST-v4] epoch 167: test-all ROC 0.6445 PR 0.2537 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6672 | tau+ 0.500 | veto 9882
[OUTPOST-v4] epoch 168: test-all ROC 0.6449 PR 0.2542 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6685 | tau+ 0.500 | veto 9854
[OUTPOST-v4] epoch 169: test-all ROC 0.6454 PR 0.2547 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6706 | tau+ 0.500 | veto 9906
[OUTPOST-v4] epoch 170: test-all ROC 0.6459 PR 0.2552 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6710 | tau+ 0.500 | veto 9862
[OUTPOST-v4] epoch 171: test-all ROC 0.6466 PR 0.2558 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6728 | tau+ 0.500 | veto 9821
[OUTPOST-v4] epoch 172: test-all ROC 0.6473 PR 0.2565 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6747 | tau+ 0.500 | veto 9870
[OUTPOST-v4] epoch 173: test-all ROC 0.6482 PR 0.2572 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6764 | tau+ 0.500 | veto 10083
[OUTPOST-v4] epoch 174: test-all ROC 0.6491 PR 0.2579 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6784 | tau+ 0.500 | veto 10094
[OUTPOST-v4] epoch 175: test-all ROC 0.6500 PR 0.2586 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6804 | tau+ 0.500 | veto 10262
[OUTPOST-v4] epoch 176: test-all ROC 0.6508 PR 0.2593 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6825 | tau+ 0.500 | veto 10313
[OUTPOST-v4] epoch 177: test-all ROC 0.6514 PR 0.2598 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6831 | tau+ 0.500 | veto 10345
[OUTPOST-v4] epoch 178: test-all ROC 0.6518 PR 0.2603 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6844 | tau+ 0.500 | veto 10453
[OUTPOST-v4] epoch 179: test-all ROC 0.6522 PR 0.2608 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6866 | tau+ 0.500 | veto 10539
[OUTPOST-v4] epoch 180: test-all ROC 0.6526 PR 0.2612 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6881 | tau+ 0.500 | veto 10592
[OUTPOST-v4] epoch 181: test-all ROC 0.6532 PR 0.2618 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6901 | tau+ 0.500 | veto 10663
[OUTPOST-v4] epoch 182: test-all ROC 0.6538 PR 0.2624 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6912 | tau+ 0.500 | veto 10768
[OUTPOST-v4] epoch 183: test-all ROC 0.6547 PR 0.2631 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6928 | tau+ 0.500 | veto 10877
[OUTPOST-v4] epoch 184: test-all ROC 0.6556 PR 0.2638 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6947 | tau+ 0.500 | veto 10811
[OUTPOST-v4] epoch 185: test-all ROC 0.6566 PR 0.2647 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6972 | tau+ 0.500 | veto 10892
[OUTPOST-v4] epoch 186: test-all ROC 0.6576 PR 0.2655 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.6986 | tau+ 0.500 | veto 10923
[OUTPOST-v4] epoch 187: test-all ROC 0.6586 PR 0.2663 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7018 | tau+ 0.500 | veto 10943
[OUTPOST-v4] epoch 188: test-all ROC 0.6595 PR 0.2672 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7032 | tau+ 0.500 | veto 10951
[OUTPOST-v4] epoch 189: test-all ROC 0.6604 PR 0.2679 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7054 | tau+ 0.500 | veto 11003
[OUTPOST-v4] epoch 190: test-all ROC 0.6611 PR 0.2686 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7063 | tau+ 0.500 | veto 11052
[OUTPOST-v4] epoch 191: test-all ROC 0.6617 PR 0.2693 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7082 | tau+ 0.500 | veto 11189
[OUTPOST-v4] epoch 192: test-all ROC 0.6621 PR 0.2698 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7105 | tau+ 0.500 | veto 11300
[OUTPOST-v4] epoch 193: test-all ROC 0.6625 PR 0.2704 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7126 | tau+ 0.500 | veto 11400
[OUTPOST-v4] epoch 194: test-all ROC 0.6629 PR 0.2709 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7135 | tau+ 0.500 | veto 11563
[OUTPOST-v4] epoch 195: test-all ROC 0.6633 PR 0.2713 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7145 | tau+ 0.500 | veto 11740
[OUTPOST-v4] epoch 196: test-all ROC 0.6637 PR 0.2718 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7160 | tau+ 0.500 | veto 11732
[OUTPOST-v4] epoch 197: test-all ROC 0.6642 PR 0.2723 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7172 | tau+ 0.500 | veto 11537
[OUTPOST-v4] epoch 198: test-all ROC 0.6646 PR 0.2729 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7189 | tau+ 0.500 | veto 11527
[OUTPOST-v4] epoch 199: test-all ROC 0.6650 PR 0.2733 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7197 | tau+ 0.500 | veto 11583
[OUTPOST-v4] epoch 200: test-all ROC 0.6656 PR 0.2738 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7202 | tau+ 0.500 | veto 11540
[OUTPOST-v4] epoch 201: test-all ROC 0.6661 PR 0.2743 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7209 | tau+ 0.500 | veto 11499
[OUTPOST-v4] epoch 202: test-all ROC 0.6668 PR 0.2749 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7219 | tau+ 0.500 | veto 11569
[OUTPOST-v4] epoch 203: test-all ROC 0.6676 PR 0.2754 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7220 | tau+ 0.500 | veto 11655
[OUTPOST-v4] epoch 204: test-all ROC 0.6685 PR 0.2760 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7229 | tau+ 0.500 | veto 11775
[OUTPOST-v4] epoch 205: test-all ROC 0.6692 PR 0.2766 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7236 | tau+ 0.500 | veto 11863
[OUTPOST-v4] epoch 206: test-all ROC 0.6702 PR 0.2772 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7253 | tau+ 0.500 | veto 11944
[OUTPOST-v4] epoch 207: test-all ROC 0.6713 PR 0.2779 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7267 | tau+ 0.500 | veto 12042
[OUTPOST-v4] epoch 208: test-all ROC 0.6723 PR 0.2785 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7286 | tau+ 0.500 | veto 12127
[OUTPOST-v4] epoch 209: test-all ROC 0.6732 PR 0.2791 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7298 | tau+ 0.500 | veto 12126
[OUTPOST-v4] epoch 210: test-all ROC 0.6739 PR 0.2797 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7308 | tau+ 0.500 | veto 12271
[OUTPOST-v4] epoch 211: test-all ROC 0.6744 PR 0.2802 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7323 | tau+ 0.500 | veto 12334
[OUTPOST-v4] epoch 212: test-all ROC 0.6748 PR 0.2806 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7341 | tau+ 0.500 | veto 12422
[OUTPOST-v4] epoch 213: test-all ROC 0.6753 PR 0.2811 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7362 | tau+ 0.500 | veto 12495
[OUTPOST-v4] epoch 214: test-all ROC 0.6758 PR 0.2817 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7370 | tau+ 0.500 | veto 12549
[OUTPOST-v4] epoch 215: test-all ROC 0.6764 PR 0.2822 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7384 | tau+ 0.500 | veto 12613
[OUTPOST-v4] epoch 216: test-all ROC 0.6771 PR 0.2829 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7398 | tau+ 0.500 | veto 12731
[OUTPOST-v4] epoch 217: test-all ROC 0.6777 PR 0.2835 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7411 | tau+ 0.500 | veto 12769
[OUTPOST-v4] epoch 218: test-all ROC 0.6783 PR 0.2841 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7411 | tau+ 0.500 | veto 12764
[OUTPOST-v4] epoch 219: test-all ROC 0.6789 PR 0.2846 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7422 | tau+ 0.500 | veto 12725
[OUTPOST-v4] epoch 220: test-all ROC 0.6795 PR 0.2852 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7435 | tau+ 0.500 | veto 12794
[OUTPOST-v4] epoch 221: test-all ROC 0.6800 PR 0.2858 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7442 | tau+ 0.500 | veto 12898
[OUTPOST-v4] epoch 222: test-all ROC 0.6805 PR 0.2862 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7451 | tau+ 0.500 | veto 12945
[OUTPOST-v4] epoch 223: test-all ROC 0.6811 PR 0.2867 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7463 | tau+ 0.500 | veto 12934
[OUTPOST-v4] epoch 224: test-all ROC 0.6818 PR 0.2873 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7474 | tau+ 0.500 | veto 12890
[OUTPOST-v4] epoch 225: test-all ROC 0.6825 PR 0.2879 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7493 | tau+ 0.500 | veto 12838
[OUTPOST-v4] epoch 226: test-all ROC 0.6832 PR 0.2885 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7503 | tau+ 0.500 | veto 12828
[OUTPOST-v4] epoch 227: test-all ROC 0.6837 PR 0.2889 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7512 | tau+ 0.500 | veto 12769
[OUTPOST-v4] epoch 228: test-all ROC 0.6841 PR 0.2894 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7520 | tau+ 0.500 | veto 12667
[OUTPOST-v4] epoch 229: test-all ROC 0.6847 PR 0.2899 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7523 | tau+ 0.500 | veto 12619
[OUTPOST-v4] epoch 230: test-all ROC 0.6854 PR 0.2905 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7529 | tau+ 0.500 | veto 12638
[OUTPOST-v4] epoch 231: test-all ROC 0.6859 PR 0.2909 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7537 | tau+ 0.500 | veto 12621
[OUTPOST-v4] epoch 232: test-all ROC 0.6862 PR 0.2913 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7550 | tau+ 0.500 | veto 12601
[OUTPOST-v4] epoch 233: test-all ROC 0.6865 PR 0.2917 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7557 | tau+ 0.500 | veto 12571
[OUTPOST-v4] epoch 234: test-all ROC 0.6869 PR 0.2921 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7568 | tau+ 0.500 | veto 12647
[OUTPOST-v4] epoch 235: test-all ROC 0.6874 PR 0.2925 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7565 | tau+ 0.500 | veto 12612
[OUTPOST-v4] epoch 236: test-all ROC 0.6880 PR 0.2930 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7571 | tau+ 0.500 | veto 12636
[OUTPOST-v4] epoch 237: test-all ROC 0.6889 PR 0.2936 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7585 | tau+ 0.500 | veto 12741
[OUTPOST-v4] epoch 238: test-all ROC 0.6899 PR 0.2942 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7594 | tau+ 0.500 | veto 12838
[OUTPOST-v4] epoch 239: test-all ROC 0.6908 PR 0.2948 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7604 | tau+ 0.500 | veto 12992
[OUTPOST-v4] epoch 240: test-all ROC 0.6917 PR 0.2953 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7610 | tau+ 0.500 | veto 13087
[OUTPOST-v4] epoch 241: test-all ROC 0.6924 PR 0.2958 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7614 | tau+ 0.500 | veto 13127
[OUTPOST-v4] epoch 242: test-all ROC 0.6927 PR 0.2961 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7621 | tau+ 0.500 | veto 13095
[OUTPOST-v4] epoch 243: test-all ROC 0.6928 PR 0.2963 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7621 | tau+ 0.500 | veto 13003
[OUTPOST-v4] epoch 244: test-all ROC 0.6930 PR 0.2965 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7623 | tau+ 0.500 | veto 12874
[OUTPOST-v4] epoch 245: test-all ROC 0.6936 PR 0.2970 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7630 | tau+ 0.500 | veto 12815
[OUTPOST-v4] epoch 246: test-all ROC 0.6944 PR 0.2977 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7637 | tau+ 0.500 | veto 12795
[OUTPOST-v4] epoch 247: test-all ROC 0.6953 PR 0.2983 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7645 | tau+ 0.500 | veto 12825
[OUTPOST-v4] epoch 248: test-all ROC 0.6960 PR 0.2989 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7649 | tau+ 0.500 | veto 12882
[OUTPOST-v4] epoch 249: test-all ROC 0.6965 PR 0.2993 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7653 | tau+ 0.500 | veto 12936
[OUTPOST-v4] epoch 250: test-all ROC 0.6966 PR 0.2996 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7656 | tau+ 0.500 | veto 12936
[OUTPOST-v4] epoch 251: test-all ROC 0.6967 PR 0.3000 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7659 | tau+ 0.500 | veto 12905
[OUTPOST-v4] epoch 252: test-all ROC 0.6969 PR 0.3004 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7665 | tau+ 0.500 | veto 12899
[OUTPOST-v4] epoch 253: test-all ROC 0.6971 PR 0.3008 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7665 | tau+ 0.500 | veto 12757
[OUTPOST-v4] epoch 254: test-all ROC 0.6975 PR 0.3013 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7668 | tau+ 0.500 | veto 12719
[OUTPOST-v4] epoch 255: test-all ROC 0.6979 PR 0.3018 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7668 | tau+ 0.500 | veto 12596
[OUTPOST-v4] epoch 256: test-all ROC 0.6984 PR 0.3024 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7673 | tau+ 0.500 | veto 12533
[OUTPOST-v4] epoch 257: test-all ROC 0.6989 PR 0.3029 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7678 | tau+ 0.500 | veto 12532
[OUTPOST-v4] epoch 258: test-all ROC 0.6991 PR 0.3032 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7681 | tau+ 0.500 | veto 12412
[OUTPOST-v4] epoch 259: test-all ROC 0.6993 PR 0.3035 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7684 | tau+ 0.500 | veto 12302
[OUTPOST-v4] epoch 260: test-all ROC 0.6996 PR 0.3039 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7690 | tau+ 0.500 | veto 12151
[OUTPOST-v4] epoch 261: test-all ROC 0.7000 PR 0.3043 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7695 | tau+ 0.500 | veto 12012
[OUTPOST-v4] epoch 262: test-all ROC 0.7004 PR 0.3047 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7702 | tau+ 0.500 | veto 11971
[OUTPOST-v4] epoch 263: test-all ROC 0.7008 PR 0.3051 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7702 | tau+ 0.500 | veto 11925
[OUTPOST-v4] epoch 264: test-all ROC 0.7012 PR 0.3056 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7707 | tau+ 0.500 | veto 11894
[OUTPOST-v4] epoch 265: test-all ROC 0.7016 PR 0.3061 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7708 | tau+ 0.500 | veto 11886
[OUTPOST-v4] epoch 266: test-all ROC 0.7019 PR 0.3065 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7715 | tau+ 0.500 | veto 11719
[OUTPOST-v4] epoch 267: test-all ROC 0.7022 PR 0.3069 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7722 | tau+ 0.500 | veto 11657
[OUTPOST-v4] epoch 268: test-all ROC 0.7025 PR 0.3073 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7722 | tau+ 0.500 | veto 11416
[OUTPOST-v4] epoch 269: test-all ROC 0.7028 PR 0.3078 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7724 | tau+ 0.500 | veto 11002
[OUTPOST-v4] epoch 270: test-all ROC 0.7034 PR 0.3083 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7729 | tau+ 0.500 | veto 10752
[OUTPOST-v4] epoch 271: test-all ROC 0.7037 PR 0.3087 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7740 | tau+ 0.500 | veto 10570
[OUTPOST-v4] epoch 272: test-all ROC 0.7038 PR 0.3091 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7747 | tau+ 0.500 | veto 10519
[OUTPOST-v4] epoch 273: test-all ROC 0.7041 PR 0.3096 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7750 | tau+ 0.500 | veto 10202
[OUTPOST-v4] epoch 274: test-all ROC 0.7044 PR 0.3100 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7752 | tau+ 0.500 | veto 10219
[OUTPOST-v4] epoch 275: test-all ROC 0.7047 PR 0.3105 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7755 | tau+ 0.500 | veto 10050
[OUTPOST-v4] epoch 276: test-all ROC 0.7051 PR 0.3110 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7762 | tau+ 0.500 | veto 10093
[OUTPOST-v4] epoch 277: test-all ROC 0.7054 PR 0.3114 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7759 | tau+ 0.500 | veto 10046
[OUTPOST-v4] epoch 278: test-all ROC 0.7053 PR 0.3117 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7754 | tau+ 0.500 | veto 9948
[OUTPOST-v4] epoch 279: test-all ROC 0.7054 PR 0.3121 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7755 | tau+ 0.500 | veto 9527
[OUTPOST-v4] epoch 280: test-all ROC 0.7057 PR 0.3127 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7760 | tau+ 0.500 | veto 9513
[OUTPOST-v4] epoch 281: test-all ROC 0.7061 PR 0.3133 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7757 | tau+ 0.500 | veto 9610
[OUTPOST-v4] epoch 282: test-all ROC 0.7064 PR 0.3139 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7757 | tau+ 0.500 | veto 9625
[OUTPOST-v4] epoch 283: test-all ROC 0.7066 PR 0.3142 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7763 | tau+ 0.500 | veto 9349
[OUTPOST-v4] epoch 284: test-all ROC 0.7066 PR 0.3145 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7758 | tau+ 0.500 | veto 8588
[OUTPOST-v4] epoch 285: test-all ROC 0.7071 PR 0.3151 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7760 | tau+ 0.500 | veto 8078
[OUTPOST-v4] epoch 286: test-all ROC 0.7078 PR 0.3159 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7756 | tau+ 0.500 | veto 8458
[OUTPOST-v4] epoch 287: test-all ROC 0.7081 PR 0.3164 | unseen ROC 0.5000 PR 0.0000 | valAUC 0.7761 | tau+ 0.500 | veto 9239
